SK_ID_CURR,prob_lightgbm
100001,0.2596027217089856
100005,0.569573675530704
100013,0.17035632336052003
100028,0.2338098201567598
100038,0.6478719963368439
100042,0.2864913895097495
100057,0.12288005822309098
100065,0.353634222923889
100066,0.09891541964171532
100067,0.48159021820556136
100074,0.47015616843523506
100090,0.3840461380918453
100091,0.6909153257347248
100092,0.5254379348325742
100106,0.45263960684958815
100107,0.5593012386875863
100109,0.4561299935331715
100117,0.2541054379546379
100128,0.468672155141606
100141,0.22376576230027917
100150,0.141170997357726
100168,0.10984782541801137
100169,0.2819762880787494
100170,0.464238431028406
100171,0.3248818052298043
100172,0.6352251468627482
100184,0.427329428207372
100187,0.4072537428230678
100212,0.44104767014610924
100222,0.3782351206363408
100223,0.1842968173344729
100232,0.1318792125849661
100241,0.7152220392879116
100245,0.2266889975659151
100253,0.173586813815082
100256,0.41562011082337014
100271,0.08731488493975291
100278,0.7709991040751009
100280,0.10663492095594251
100306,0.7232376230503668
100311,0.6819850420265334
100312,0.20099060474783415
100330,0.6135166419912219
100331,0.31144573336307724
100352,0.5147009678996448
100358,0.42000767466909605
100367,0.22617661614326337
100382,0.7313434668886334
100384,0.3876060198731993
100385,0.49063909363008357
100386,0.38077015775312395
100399,0.2228433934656615
100404,0.3988605041453238
100416,0.16938577970547714
100422,0.5693326196916574
100426,0.242067133319733
100438,0.2576463641566422
100444,0.6749578404961644
100445,0.6932908109177565
100446,0.5365012499148303
100447,0.18479044644557496
100450,0.3539695266062378
100466,0.16504968388810182
100483,0.2072384109200468
100484,0.16020370054732133
100494,0.4077213747040551
100510,0.7454320052729446
100512,0.14889700672092848
100517,0.2780944017855578
100548,0.2787966433407213
100551,0.24548928284972338
100552,0.5315716009479551
100553,0.2589992637650014
100561,0.5665147271953468
100568,0.8706003926832961
100569,0.2456583909347156
100591,0.3904730788736862
100592,0.2074257972723164
100602,0.51541193608528
100607,0.42048628828690787
100613,0.5020506655888373
100617,0.7086131302684227
100618,0.4862539664455354
100622,0.3579732338839733
100625,0.7099557788669899
100677,0.6838881717707579
100699,0.31400514142894476
100702,0.8227901368682947
100711,0.4122639538691343
100729,0.6378671006389945
100740,0.7574474584552822
100744,0.6915630735292545
100745,0.40109023066754435
100747,0.5008578941445383
100751,0.8113653529348182
100752,0.4505868414753989
100753,0.7734511703205829
100754,0.7351511976519585
100760,0.3943168733794772
100762,0.532755088943557
100763,0.394374242647239
100765,0.12872865604596484
100770,0.4886629753378092
100772,0.17785509935120236
100777,0.21065424303292662
100791,0.19228960614404406
100792,0.09349058763510917
100797,0.20566571478377244
100823,0.30058877155476804
100826,0.2713973268438141
100830,0.2644171400915828
100836,0.8025584688645166
100872,0.47445536793816256
100910,0.35725928795711054
100913,0.5874895013003596
100918,0.24210039859613447
100931,0.1289564071320612
100952,0.36777686182774494
100953,0.346378167489667
100965,0.7451000622831445
100970,0.28341939068902855
100982,0.6594003330148531
100983,0.7480737433281799
100984,0.37458794661580685
100987,0.4134685920622919
100997,0.395930261905978
100998,0.6146255417706141
101002,0.409527057110451
101005,0.7551333003238121
101008,0.8115807205470718
101020,0.4633350421573281
101021,0.29005603180094214
101024,0.41575864282865405
101025,0.5865544502559041
101026,0.3410378555225825
101031,0.2022046146503082
101041,0.1848897846859789
101051,0.14033631918039458
101055,0.45719428086704694
101056,0.819512386348379
101057,0.33958715651348037
101064,0.204604571045708
101079,0.5750342150670998
101087,0.2702822786374104
101090,0.23342631813614453
101092,0.4741629184993883
101097,0.6014344574702696
101099,0.1680591129193757
101107,0.5366922097056918
101118,0.535153152411681
101125,0.47569834031830455
101126,0.19096559309585248
101128,0.17162734679445407
101136,0.5594214265823534
101140,0.7338388080555232
101149,0.6570058179064233
101160,0.45226518779430824
101169,0.7013225376653397
101181,0.22229528729641562
101186,0.15594130602270675
101190,0.5566531743959264
101193,0.5322754556115366
101194,0.6329133640275904
101198,0.6567451300728993
101200,0.1926932872649469
101204,0.23486594596444443
101211,0.3168465174495506
101213,0.5193340449660152
101223,0.32517979704432526
101225,0.45583016519371394
101237,0.4859300181903594
101243,0.4681428774338304
101244,0.640155557640794
101258,0.26553665338901566
101259,0.7060315861239217
101268,0.6487130196330129
101269,0.18319811756119952
101271,0.599346360244307
101279,0.3106514760845704
101281,0.5144121224232949
101287,0.32431939469437043
101292,0.3188857732145739
101294,0.2274979119237312
101296,0.4910718178825966
101297,0.27310761277703244
101299,0.3647612148269864
101301,0.4146455649703421
101305,0.5296158172804826
101308,0.546997535007912
101318,0.16427034488145925
101327,0.7641181462305393
101329,0.21838164398021415
101332,0.2690382606910585
101337,0.4246809170265069
101343,0.13511586232783016
101345,0.12970675400801504
101346,0.1740310872693685
101353,0.1478822512527764
101354,0.6219771789108657
101355,0.7205758913061162
101356,0.20326929018020007
101362,0.44016381791395254
101363,0.8148616847682597
101365,0.22001803783912777
101366,0.536160117242101
101367,0.6039968941105045
101368,0.10998151722847813
101374,0.6218230621559815
101380,0.17315606356985486
101383,0.24477427061632542
101398,0.21055569700936694
101399,0.7876166403776202
101401,0.7188606299048492
101412,0.42938522325814266
101426,0.38235116220472365
101427,0.8420618363136214
101428,0.6491166360893074
101429,0.6936822919507681
101434,0.4001423506283086
101440,0.4346398218239209
101448,0.49496803388679556
101449,0.3197943711609213
101465,0.2576204073102381
101467,0.24888227183853567
101472,0.4921626903691023
101478,0.605997497671409
101497,0.3499538048899183
101504,0.6136229060236198
101547,0.15768623081834224
101548,0.5887039836858451
101555,0.6557364554302918
101570,0.19758113382603015
101572,0.4136538805514103
101578,0.2963049468209644
101580,0.7363077060402488
101588,0.674558516750705
101602,0.3209367392473983
101610,0.6365860503042193
101614,0.39018742474337703
101616,0.25003036894629244
101643,0.48623238536634494
101644,0.26015860852879247
101649,0.4582938330095436
101650,0.5281417527810591
101665,0.11528422404598605
101667,0.577602466736728
101669,0.30572444801863446
101674,0.5457848925783043
101675,0.24723662744670188
101678,0.5200073884532319
101682,0.35774699049425507
101686,0.4063181757756088
101697,0.6656691988924801
101700,0.8579873639043614
101711,0.2572723865429223
101714,0.31969441489992223
101715,0.7810231481061799
101728,0.3494757140684146
101732,0.40165325951852004
101757,0.6399046347420919
101758,0.32024879358627145
101759,0.5318816628084396
101762,0.1749464495655154
101764,0.3378021508978387
101780,0.7933064711011708
101784,0.10985738839249845
101789,0.13527883788314146
101816,0.4735332370991074
101819,0.15162891614910456
101827,0.11193607197243069
101863,0.5347319361825293
101867,0.3672375520664038
101870,0.1709115414052656
101873,0.7553534197792866
101878,0.5540901535983817
101879,0.20947038156442022
101880,0.17038951078874293
101887,0.3523825787784495
101897,0.22351559459454773
101901,0.5470041999247297
101903,0.7588025801457202
101920,0.12993770929517007
101921,0.3458561522986391
101922,0.360087909774638
101961,0.5415386025232463
101962,0.1792279965559004
101971,0.3225571256516094
101976,0.8137396479342877
102002,0.5951988245299464
102005,0.31507755021491957
102007,0.8323292667148555
102017,0.21042144047849315
102019,0.7739841902219491
102029,0.11189718970320223
102051,0.7858330770101651
102052,0.08926106672570153
102054,0.15931909530454885
102062,0.4450912598163619
102067,0.6959023512978643
102068,0.33492499294011563
102070,0.33838468793794696
102090,0.4585980262976712
102092,0.31626488988119955
102099,0.5900269436760378
102100,0.20453296343921776
102112,0.5245199748053047
102113,0.31078485541861767
102122,0.6623306976273714
102123,0.3192912992678585
102125,0.3427914339838114
102126,0.710847233717507
102146,0.2962430837240422
102147,0.554403213732626
102151,0.29836592494834807
102158,0.6141898344965266
102159,0.23636458141251168
102162,0.4710940021756097
102165,0.34305581786518974
102166,0.304311149730128
102174,0.1805714271806198
102193,0.7109311000152194
102198,0.3009338760669501
102205,0.5029098780474099
102206,0.13873385386993048
102218,0.26417593108998705
102221,0.23823922173927578
102230,0.404742402969984
102238,0.4503239583564363
102248,0.3622271681840461
102252,0.7900757795951836
102259,0.36786442553626164
102262,0.5899381456334225
102273,0.39928731465905903
102286,0.590925293571366
102293,0.2499628190127619
102294,0.2815495771680181
102296,0.38190666664382344
102298,0.5117416030161565
102303,0.2011193341328558
102309,0.432988716743942
102315,0.22888904303631014
102340,0.23451520791171737
102342,0.42294449401220513
102344,0.3740980553122988
102346,0.45856856117373823
102347,0.10232095155834547
102374,0.3417287511558985
102380,0.18040144963699778
102387,0.23332576582200837
102393,0.3458240999453522
102403,0.1664998771899479
102413,0.3681653438294974
102414,0.08186812833998657
102415,0.2326862203208801
102416,0.532035061035707
102439,0.4133695338325962
102441,0.24809406857858698
102443,0.1412247196404287
102444,0.5410010837487196
102445,0.6530557734829658
102448,0.33565282484682013
102449,0.45453203158050115
102450,0.7591053859562691
102456,0.1578769824125929
102458,0.5423148912660394
102459,0.2779115464697521
102465,0.12149677574827106
102470,0.6910838030055843
102471,0.42353342206669325
102475,0.341135684135508
102476,0.6043932593712572
102506,0.45391668468035895
102509,0.26482895129595385
102519,0.2657624430786128
102522,0.24390819557249716
102545,0.26427676924641197
102549,0.2870060595435181
102562,0.11022872641365376
102563,0.14887281391322665
102568,0.6303029249980507
102582,0.44773704507249457
102592,0.20259066060988978
102597,0.5974665486234361
102605,0.2533383488187845
102614,0.2060572846701304
102617,0.5330641972347228
102634,0.4383205462045454
102652,0.16831931673937142
102655,0.06782942409034856
102671,0.48647443994775386
102694,0.7741569696696009
102701,0.2972604081364536
102703,0.18505460436268895
102704,0.15313754918939054
102713,0.06812445294493615
102720,0.7185801686763409
102731,0.32052133232520763
102733,0.2347218826510084
102749,0.2387355035350694
102755,0.33645445219054054
102763,0.16930319925243364
102770,0.4313816389298717
102772,0.4377327830940162
102799,0.7688136746435383
102838,0.15907637922580475
102854,0.2278822847772533
102862,0.5540437776348488
102863,0.2715114022229722
102867,0.14877789076998899
102868,0.11917967067159321
102878,0.4937930216842356
102887,0.3997124698581304
102898,0.7802550575319407
102904,0.5021049681711964
102912,0.46997324496592574
102919,0.2252890641595913
102927,0.41254345701815265
102932,0.37376679405006763
102933,0.5836407810975006
102935,0.20397052074532457
102958,0.5132694044913776
102969,0.6568750581132519
102971,0.2285797032287754
102975,0.33902938871967503
102979,0.44617343297862444
102982,0.13244813246873705
102987,0.5130708957489531
102989,0.3787015920587904
102995,0.41372391250624446
102996,0.21552308393379227
103000,0.3106981521301577
103001,0.47561654301616285
103004,0.39527093986063
