SK_ID_CURR,prob_logit
100001,0.057737624315312784
100005,0.1813106558379634
100013,0.041129041170648875
100028,0.057494376041475524
100038,0.1298176337377366
100042,0.032379392313145315
100057,0.04565150852344036
100065,0.11372605223338798
100066,0.02493876505768819
100067,0.10375693838219129
100074,0.06626673526343069
100090,0.1146303650305076
100091,0.14024937164322643
100092,0.09567255029417553
100106,0.11465257606501847
100107,0.10545029820851769
100109,0.08066829637794114
100117,0.051225537861610666
100128,0.0723042976779781
100141,0.06381372243927104
100150,0.052122638076844315
100168,0.02205861448739821
100169,0.03248184414710988
100170,0.07898596250050881
100171,0.07254172659305988
100172,0.13796051564499448
100184,0.08545085705518655
100187,0.053058112464771504
100212,0.05355076996408134
100222,0.09104095797990318
100223,0.030896341670002377
100232,0.03579475255597326
100241,0.17273692550331804
100245,0.0467938010460356
100253,0.03179550008215975
100256,0.11191156191690935
100271,0.025155031613364125
100278,0.1848206068721216
100280,0.03217294884440155
100306,0.19442209348051148
100311,0.15108008865114042
100312,0.037127463711011575
100330,0.07537809761087925
100331,0.06791116738182901
100352,0.07838300843057651
100358,0.12904160834022246
100367,0.0596914425418675
100382,0.10102726497106283
100384,0.07297608626671978
100385,0.09363062967345505
100386,0.06652303862055622
100399,0.04400608111136454
100404,0.08042992944109595
100416,0.03378362395493492
100422,0.13197113098072544
100426,0.05475085088603033
100438,0.05590142384959751
100444,0.13182948382945828
100445,0.12710497918980215
100446,0.10135322808470387
100447,0.047614078669033194
100450,0.06337950602057102
100466,0.050625995973269895
100483,0.044686544362993755
100484,0.02568291674747281
100494,0.08820409460210797
100510,0.14447747680669626
100512,0.04233574659493169
100517,0.05408662853858837
100548,0.049767968103661436
100551,0.05596865991221674
100552,0.1331070077600038
100553,0.04861401411738931
100561,0.12669472720527966
100568,0.2628001607512142
100569,0.03669912622135349
100591,0.06693194588942314
100592,0.030253394927064945
100602,0.07171866354709502
100607,0.07102312020257741
100613,0.07638598577490864
100617,0.07290601724470594
100618,0.07953574633973734
100622,0.19302777697159074
100625,0.09334745749232799
100677,0.09665685200079055
100699,0.06647351554142673
100702,0.33274207970209496
100711,0.070059126840717
100729,0.16830428702440398
100740,0.11987458277665865
100744,0.13453162631165455
100745,0.08848622764229763
100747,0.14169209758951443
100751,0.16679619582000968
100752,0.06875286814336885
100753,0.24352100019782832
100754,0.15491429746877167
100760,0.07564799225997167
100762,0.08477377462784834
100763,0.06573242238213384
100765,0.049754053232423344
100770,0.1054595933617235
100772,0.041109669419541695
100777,0.06244917465837159
100791,0.04099980013752031
100792,0.03040163566594727
100797,0.05441560266256649
100823,0.06593081741678938
100826,0.07171119777276957
100830,0.041956672563246485
100836,0.17166388196237553
100872,0.06601946422987506
100910,0.08633114548093627
100913,0.07987050630535486
100918,0.07080367371164759
100931,0.029708253791700102
100952,0.09962587107673734
100953,0.054968196124319954
100965,0.13399367772942175
100970,0.06142065145262374
100982,0.14227681824813831
100983,0.10698739387662669
100984,0.06068132031045326
100987,0.08963338077518994
100997,0.07464914743019599
100998,0.11313787330565758
101002,0.10427643768892751
101005,0.21084389338092305
101008,0.13497430886629802
101020,0.08957213854355177
101021,0.08873552337304812
101024,0.06354188868948725
101025,0.16546264610524308
101026,0.05425557931541177
101031,0.05961192498276726
101041,0.04477974302853272
101051,0.02365505300322775
101055,0.09342526572938542
101056,0.18641873767399436
101057,0.09145750163105523
101064,0.05369262177630872
101079,0.09103910753582682
101087,0.07081114489694885
101090,0.040122002471649224
101092,0.09432387650157384
101097,0.10031545500888336
101099,0.03226806749988125
101107,0.08347424111860804
101118,0.09019633627181169
101125,0.10681557669237164
101126,0.037761237855502304
101128,0.06901514562130992
101136,0.14918275766509922
101140,0.10367542127232887
101149,0.09438379865032703
101160,0.06998420716112685
101169,0.1266165350785703
101181,0.061717066802491366
101186,0.026550209129754785
101190,0.12306810187059054
101193,0.12359685072715773
101194,0.0882293759009975
101198,0.11001666361909769
101200,0.03480243821736464
101204,0.0577501392616196
101211,0.06635845000711973
101213,0.07645173908142508
101223,0.07254012174622215
101225,0.08860375170497613
101237,0.08096739754577874
101243,0.08673609640987973
101244,0.15058988009358237
101258,0.05077072786541789
101259,0.19716569567570477
101268,0.12469435365315924
101269,0.04146261221082292
101271,0.14876831865098358
101279,0.04859620047429058
101281,0.09486625578542593
101287,0.057545427388796484
101292,0.04778094351245326
101294,0.06790356334219631
101296,0.05362559026683584
101297,0.05926256845496628
101299,0.0497644048404104
101301,0.05944849817736071
101305,0.07407194033684147
101308,0.0591147707721709
101318,0.03386448583384487
101327,0.17288682285751955
101329,0.0879175954557545
101332,0.040832564833180436
101337,0.08388074784652952
101343,0.03731325027372061
101345,0.041678631052050635
101346,0.046901899842053146
101353,0.021336670333853794
101354,0.13161156667276516
101355,0.15460078819655804
101356,0.03662960207385388
101362,0.1221723194688358
101363,0.21748509913688055
101365,0.04306602427832968
101366,0.0945536673644934
101367,0.19035593489812025
101368,0.02705141596278699
101374,0.13895558212831396
101380,0.038303666072857116
101383,0.03476575477889437
101398,0.032717445114381336
101399,0.2001962165308659
101401,0.15248367832904536
101412,0.09910910386340642
101426,0.08025209667802594
101427,0.28994348132376896
101428,0.11692403855166489
101429,0.11947473045495376
101434,0.05683610870684244
101440,0.08656322002599293
101448,0.08856820530630603
101449,0.0765554541424354
101465,0.05891114044010678
101467,0.045800857176841854
101472,0.17180147509220442
101478,0.11909850298632754
101497,0.06590351639587591
101504,0.07402901564655345
101547,0.053604004985594075
101548,0.09391004585463915
101555,0.08349961012937045
101570,0.05666287845094002
101572,0.06165747724157092
101578,0.061376016965128184
101580,0.1530144342801748
101588,0.09831209722489292
101602,0.049993732479736645
101610,0.10718669691205124
101614,0.083821218502646
101616,0.08639990032411553
101643,0.09978629990725625
101644,0.0638998059519151
101649,0.10231858091739224
101650,0.0887314576407415
101665,0.02576120236379128
101667,0.12088928289519166
101669,0.0476249529696038
101674,0.09479725611200977
101675,0.056481950406631905
101678,0.12028698847252084
101682,0.09674432088973899
101686,0.08048894537697747
101697,0.16555468174934754
101700,0.16603219344968234
101711,0.04700805273739968
101714,0.033504517198387866
101715,0.15458896238408706
101728,0.07351159588597798
101732,0.06487339073146847
101757,0.10509185772234429
101758,0.11245412075070882
101759,0.08164052524231857
101762,0.025547462504143265
101764,0.06108862584494115
101780,0.20849296212065602
101784,0.06046163263936703
101789,0.03631234723149566
101816,0.06924817250701537
101819,0.04878358861747505
101827,0.02561954097465502
101863,0.10168205686611514
101867,0.10468176469731126
101870,0.031457213155984244
101873,0.12797433956481213
101878,0.08177851453384583
101879,0.03322901500810896
101880,0.03654348468014432
101887,0.10957627500174047
101897,0.03709763739181309
101901,0.06877247393524158
101903,0.28176608120077956
101920,0.05877102643428879
101921,0.06957405681097073
101922,0.052382616423596824
101961,0.133706124340792
101962,0.06181892048186867
101971,0.062255159644669794
101976,0.15931914145589157
102002,0.10378585250828459
102005,0.0444369677304684
102007,0.26573383684574703
102017,0.034784198188744515
102019,0.1665907890668269
102029,0.028212265399519397
102051,0.14432488225985202
102052,0.03474995806185758
102054,0.04221766098369387
102062,0.11292836709865936
102067,0.12334997430744833
102068,0.08482566229273897
102070,0.06322623142573001
102090,0.08044566086853323
102092,0.14018340837996865
102099,0.1393821690327547
102100,0.03309496672617105
102112,0.08735337302784583
102113,0.07580190538168383
102122,0.13915718879088437
102123,0.05702613266894805
102125,0.054947727943325045
102126,0.12268041690448213
102146,0.07787240930894235
102147,0.10116189745741762
102151,0.06254416522010066
102158,0.08391099041273374
102159,0.05109862355353381
102162,0.06443430330374594
102165,0.06629521576961425
102166,0.08056272037796161
102174,0.047482946497423746
102193,0.17048318256807593
102198,0.05458000409524368
102205,0.10939514655905792
102206,0.04663792369107333
102218,0.06190201285894972
102221,0.06998736804368128
102230,0.06591184137543707
102238,0.10082498518557628
102248,0.044124327772815976
102252,0.14188350408110545
102259,0.06078464713207741
102262,0.09710644265699352
102273,0.05355816065792187
102286,0.08971594577691669
102293,0.05510272955240248
102294,0.03929003539078705
102296,0.08378379368794184
102298,0.08688448793419604
102303,0.04120343139233597
102309,0.06611407798156659
102315,0.05462189628694449
102340,0.05011601927145343
102342,0.08528568154332417
102344,0.07252804476725325
102346,0.10183574330042748
102347,0.040482874294376366
102374,0.07039491193793998
102380,0.0643644054908692
102387,0.05763954361479133
102393,0.05271197645062545
102403,0.05610214585237983
102413,0.08369953915274272
102414,0.01918732213223452
